scale,tiles,n,m,run,seed,algorithm,objective_type,status,objective,runtime,bbox_width,bbox_height,num_tiles,total_crossovers,crossovers_needing_completion,total_tiles_completed,completion_rate,avg_tiles_per_incomplete
1d,100,1,2,2,142,genetic_stochastic,area,success,5,1.701138186,5,1,100,28250,465,11625,0.016460176991150443,25.0
1d,100,1,2,3,242,greedy,area,success,5,0.003817171,5,1,100,,,,,
1d,100,1,2,3,242,stochastic_greedy,area,success,5,0.003643251,5,1,100,,,,,
1d,100,1,2,3,242,genetic_greedy,area,success,5,1.671502842,5,1,100,28568,45,1035,0.0015751890226827219,23.0
1d,100,1,2,3,242,genetic_stochastic,area,success,5,1.736270373,5,1,100,28445,366,10284,0.012866936192652487,28.098360655737704
1d,100,1,2,4,342,greedy,area,success,6,0.004250326,6,1,100,,,,,
1d,100,1,2,4,342,stochastic_greedy,area,success,6,0.007424136,6,1,100,,,,,
1d,100,1,2,4,342,genetic_greedy,area,success,5,1.589661747,5,1,100,28327,0,0,0.0,
1d,100,1,2,4,342,genetic_stochastic,area,success,5,1.536478573,5,1,100,28137,128,3479,0.004549170131854853,27.1796875
1d,100,1,2,5,442,greedy,area,success,5,0.004603324,5,1,100,,,,,
1d,100,1,2,5,442,stochastic_greedy,area,success,5,0.004976656,5,1,100,,,,,
1d,100,1,2,5,442,genetic_greedy,area,success,5,1.629527572,5,1,100,28109,0,0,0.0,
1d,100,1,2,5,442,genetic_stochastic,area,success,5,1.535226194,5,1,100,28241,169,4158,0.005984207358096385,24.60355029585799
1d,100,1,2,6,542,greedy,area,success,5,0.004327632,5,1,100,,,,,
1d,100,1,2,6,542,stochastic_greedy,area,success,6,0.004573477,6,1,100,,,,,
1d,100,1,2,6,542,genetic_greedy,area,success,5,1.608701266,5,1,100,28387,43,774,0.0015147778912882658,18.0
1d,100,1,2,6,542,genetic_stochastic,area,success,5,1.708655363,5,1,100,28428,196,5040,0.006894610946953708,25.714285714285715
1d,100,1,2,7,642,greedy,area,success,5,0.003522059,5,1,100,,,,,
1d,100,1,2,7,642,stochastic_greedy,area,success,5,0.003905962,5,1,100,,,,,
1d,100,1,2,7,642,genetic_greedy,area,success,5,1.519602095,5,1,100,28418,53,1113,0.0018650151312548384,21.0
1d,100,1,2,7,642,genetic_stochastic,area,success,5,1.564629359,5,1,100,28399,198,5265,0.006972076481566252,26.59090909090909
