algorithm,tiles,n,m,num_runs,successful_runs,obj_mean,obj_min,obj_max,obj_std,runtime_mean,runtime_min,runtime_max,runtime_std,crossovers_mean,completion_rate_mean,tiles_completed_mean,cplex_optimal,cplex_feasible,cplex_infeasible,cplex_timeout,cplex_failed
merge_greedy,8,4,6,10,10,19.5,15,25,3.170173496829472,0.09932102379999999,0.073040113,0.120619592,0.015837841518323133,,,,,,,,
greedy,8,4,6,10,10,16.0,15,18,1.0,0.0021884546,0.001913598,0.002575434,0.0002155046107043652,,,,,,,,
stochastic_greedy,8,4,6,10,10,16.2,15,17,0.7483314773547883,0.0020781822999999997,0.001690492,0.002608443,0.0002783927198574165,,,,,,,,
genetic_greedy,8,4,6,10,10,14.9,14,15,0.3,1.0991855873,0.356176422,2.748963046,0.7071735656862688,12625.2,0.06112671137379809,1700.4,,,,,
genetic_stochastic,8,4,6,10,10,14.7,14,15,0.45825756949558405,1.9618658335999999,0.952966825,4.582852411,1.0536412874889827,12611.6,0.0692936683992345,2919.1,,,,,
beam_search,8,4,6,10,10,15.2,15,16,0.4,0.17602464010000002,0.172568911,0.183998958,0.0033329805672337,,,,,,,,
cplex,10,2,4,10,10,7.4,7,8,0.4898979485566356,38.092138391999995,5.085029696,94.218108557,32.940166468718175,,,,10,0,0,0,0
merge_greedy,10,2,4,10,10,11.0,8,15,1.8439088914585775,0.0226392441,0.01619203,0.031108618,0.004185367330841451,,,,,,,,
greedy,10,2,4,10,10,8.7,8,9,0.45825756949558405,0.0011873012,0.001006109,0.001317467,8.628795032077189e-05,,,,,,,,
stochastic_greedy,10,2,4,10,10,8.8,8,10,0.6,0.0010832867,0.000958749,0.001374947,0.00012733642656526057,,,,,,,,
genetic_greedy,10,2,4,10,10,7.7,7,8,0.45825756949558405,0.2478054779,0.115214043,0.392757386,0.10427849685486651,12603.6,0.08363449602312996,3184.6,,,,,
genetic_stochastic,10,2,4,10,10,7.5,7,8,0.5,0.3395117452,0.127391683,0.93945262,0.23980111656881603,12610.5,0.17740450626166088,6344.9,,,,,
beam_search,10,2,4,10,10,7.8,7,8,0.39999999999999997,0.0755983474,0.071674074,0.078731488,0.001993985268256123,,,,,,,,
cplex,10,4,6,9,9,16.666666666666668,16,18,0.6666666666666666,303.3265340073333,302.510828597,306.616550656,1.1834376463524212,,,,0,9,0,0,0
merge_greedy,10,4,6,10,10,24.5,20,31,3.1064449134018135,0.24894598329999998,0.19593617,0.353612708,0.05050732695258435,,,,,,,,
greedy,10,4,6,10,10,17.4,16,18,0.66332495807108,0.0023663175000000003,0.001916178,0.002810009,0.00024789762074422985,,,,,,,,
stochastic_greedy,10,4,6,10,10,18.0,17,19,0.7745966692414834,0.002195495,0.001963382,0.002536936,0.00015983211029827515,,,,,,,,
genetic_greedy,10,4,6,10,10,16.5,16,17,0.5,1.6369133218999998,0.863695363,2.559136475,0.4636372186501713,12602.1,0.03485716557349015,1927.3,,,,,
genetic_stochastic,10,4,6,10,10,16.1,16,17,0.3,3.6262334929,1.751926438,11.054377976,2.665216934955002,12578.3,0.09020082366047384,4422.2,,,,,
beam_search,10,4,6,10,10,16.6,16,17,0.4898979485566356,0.3761822024,0.363507904,0.406420231,0.011814388941904152,,,,,,,,
